step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,CASH_IN,CASH_OUT,DEBIT,PAYMENT,TRANSFER
287.0,PAYMENT,478.39,C1257731869,7301.0,6822.61,M1295990381,0.0,0.0,0.0,0,0,0,1,0
235.0,CASH_IN,89098.35,C1979111894,8743662.14,8832760.5,C57464252,452639.72,363541.37,0.0,1,0,0,0,0
380.0,PAYMENT,7847.09,C1844723157,132132.0,124284.91,M837669506,0.0,0.0,0.0,0,0,0,1,0
330.0,CASH_OUT,2308.87,C1070071169,0.0,0.0,C1563712825,22184.59,24493.46,0.0,0,1,0,0,0
42.0,TRANSFER,580199.83,C2145910345,17232.0,0.0,C2264510,0.0,580199.83,0.0,0,0,0,0,1
398.0,PAYMENT,21610.01,C943868138,875931.76,854321.75,M850549683,0.0,0.0,0.0,0,0,0,1,0
327.0,CASH_OUT,149278.16,C196572685,0.0,0.0,C1352992651,890579.7,1039857.86,0.0,0,1,0,0,0
252.0,PAYMENT,40206.88,C1248861138,252.0,0.0,M1831616203,0.0,0.0,0.0,0,0,0,1,0
237.0,PAYMENT,809.02,C447178382,25250.93,24441.91,M2049833541,0.0,0.0,0.0,0,0,0,1,0
402.0,CASH_IN,289016.35,C498806962,259943.0,548959.35,C1184466540,17146.54,0.0,0.0,1,0,0,0,0
322.0,CASH_OUT,46741.37,C1602034718,0.0,0.0,C382417344,1710080.14,1756821.51,0.0,0,1,0,0,0
371.0,PAYMENT,22651.38,C1922375913,1054.0,0.0,M1257512651,0.0,0.0,0.0,0,0,0,1,0
328.0,CASH_OUT,49835.72,C2118144661,0.0,0.0,C657692474,379843.58,429679.3,0.0,0,1,0,0,0
250.0,TRANSFER,1026523.65,C1151466716,51266.0,0.0,C348421469,668292.43,1694816.08,0.0,0,0,0,0,1
371.0,CASH_IN,117685.94,C917342809,2035791.55,2153477.49,C626531975,262816.49,145130.55,0.0,1,0,0,0,0
236.0,CASH_OUT,88011.87,C2118706103,159.0,0.0,C701252816,238478.65,326490.52,0.0,0,1,0,0,0
349.0,PAYMENT,5444.55,C1323827161,459907.6,454463.05,M517659869,0.0,0.0,0.0,0,0,0,1,0
42.0,PAYMENT,10720.26,C1667178016,337345.0,326624.74,M1450982005,0.0,0.0,0.0,0,0,0,1,0
333.0,CASH_OUT,104214.76,C629429476,2261.0,0.0,C995453894,295581.55,399796.31,0.0,0,1,0,0,0
300.0,CASH_IN,35388.21,C607892600,2796983.53,2832371.74,C2137632979,7680934.98,7645546.77,0.0,1,0,0,0,0
302.0,CASH_IN,66396.24,C2043425663,212501.0,278897.24,C716403028,2130055.67,2063659.42,0.0,1,0,0,0,0
396.0,CASH_OUT,26753.96,C240037980,0.0,0.0,C1821258559,86472.52,0.0,0.0,0,1,0,0,0
684.0,CASH_OUT,216360.61,C1703318201,21008.0,0.0,C1109959852,50609.06,266969.67,0.0,0,1,0,0,0
235.0,CASH_IN,197252.19,C1486351306,403420.0,600672.19,C348328067,13209.74,0.0,0.0,1,0,0,0,0
11.0,PAYMENT,7393.65,C1223220204,2038.0,0.0,M1405805007,0.0,0.0,0.0,0,0,0,1,0
227.0,CASH_IN,361641.81,C425973440,5047747.67,5409389.47,C1877077680,2134022.14,1772380.33,0.0,1,0,0,0,0
376.0,TRANSFER,1251961.09,C1238163300,15107.0,0.0,C1142639105,0.0,1251961.09,0.0,0,0,0,0,1
661.0,TRANSFER,439564.53,C391394524,40272.0,0.0,C60827175,9750243.43,10189807.96,0.0,0,0,0,0,1
275.0,TRANSFER,1270261.44,C1699076431,65533.0,0.0,C1023598271,1110863.11,2381124.55,0.0,0,0,0,0,1
140.0,TRANSFER,155316.56,C1410600376,15666.0,0.0,C1025127746,274722.5,430039.05,0.0,0,0,0,0,1
180.0,CASH_OUT,102923.39,C349502222,0.0,0.0,C742481781,529251.17,632174.56,0.0,0,1,0,0,0
612.0,CASH_IN,122853.69,C644006460,6715865.58,6838719.27,C213816385,5079793.0,4956939.31,0.0,1,0,0,0,0
11.0,PAYMENT,12836.57,C262215715,657543.5,644706.94,M454895783,0.0,0.0,0.0,0,0,0,1,0
380.0,TRANSFER,518580.83,C1218606342,0.0,0.0,C535954279,1942717.95,2461298.78,0.0,0,0,0,0,1
380.0,CASH_OUT,41018.05,C1132995685,11468.0,0.0,C1181132656,293667.6,334685.65,0.0,0,1,0,0,0
14.0,CASH_OUT,215528.08,C1706810900,24957.0,0.0,C800097916,253332.14,468860.22,0.0,0,1,0,0,0
348.0,TRANSFER,357094.12,C1817299337,46416.0,0.0,C2097859484,1154519.42,1511613.54,0.0,0,0,0,0,1
141.0,CASH_IN,17992.03,C1569255131,32938.0,50930.03,C1794394587,0.0,0.0,0.0,1,0,0,0,0
261.0,PAYMENT,14649.31,C661816932,11529.0,0.0,M2055127249,0.0,0.0,0.0,0,0,0,1,0
43.0,PAYMENT,806.56,C567776249,39450.02,38643.46,M943860483,0.0,0.0,0.0,0,0,0,1,0
204.0,CASH_OUT,169515.2,C1995394013,0.0,0.0,C1570756193,317087.84,486603.03,0.0,0,1,0,0,0
165.0,CASH_OUT,85444.83,C338462453,27836.0,0.0,C281779815,61631.83,147076.66,0.0,0,1,0,0,0
42.0,CASH_IN,430506.37,C309300737,41496.0,472002.37,C695306576,0.0,0.0,0.0,1,0,0,0,0
565.0,PAYMENT,3388.14,C1788013313,0.0,0.0,M1395934610,0.0,0.0,0.0,0,0,0,1,0
327.0,PAYMENT,28357.67,C1719395526,246389.82,218032.14,M1134128676,0.0,0.0,0.0,0,0,0,1,0
252.0,CASH_IN,591626.92,C1228029987,14611.0,606237.92,C2145953130,11698.0,0.0,0.0,1,0,0,0,0
378.0,CASH_OUT,75084.71,C786385651,30981.0,0.0,C1675467853,0.0,75084.71,0.0,0,1,0,0,0
213.0,CASH_OUT,154331.47,C1494036928,0.0,0.0,C778176079,541900.75,696232.22,0.0,0,1,0,0,0
598.0,PAYMENT,20025.87,C983237534,0.0,0.0,M730144404,0.0,0.0,0.0,0,0,0,1,0
160.0,CASH_OUT,337666.51,C239923320,0.0,0.0,C482082071,612097.89,949764.4,0.0,0,1,0,0,0
158.0,CASH_OUT,98355.59,C857736927,0.0,0.0,C1112176337,1187576.64,1285932.23,0.0,0,1,0,0,0
14.0,PAYMENT,7450.87,C1508889701,0.0,0.0,M1705807436,0.0,0.0,0.0,0,0,0,1,0
332.0,PAYMENT,17065.05,C1879112214,0.0,0.0,M1964194953,0.0,0.0,0.0,0,0,0,1,0
8.0,PAYMENT,2037.9,C289318640,62055.0,60017.1,M1959736483,0.0,0.0,0.0,0,0,0,1,0
43.0,CASH_OUT,20422.41,C87948553,43979.0,23556.59,C1187782630,0.0,20422.41,0.0,0,1,0,0,0
40.0,CASH_IN,222230.61,C973992920,375513.19,597743.79,C92967489,893180.8,670950.2,0.0,1,0,0,0,0
215.0,CASH_OUT,36956.37,C1104074305,104176.0,67219.63,C2039266105,3458635.02,3495591.4,0.0,0,1,0,0,0
356.0,PAYMENT,9847.77,C1699160428,90035.88,80188.1,M273572154,0.0,0.0,0.0,0,0,0,1,0
303.0,TRANSFER,131584.01,C2122645409,5646.0,0.0,C415407606,960747.42,1092331.43,0.0,0,0,0,0,1
567.0,CASH_OUT,29827.07,C647227151,6280.0,0.0,C248294641,0.0,29827.07,0.0,0,1,0,0,0
179.0,PAYMENT,1697.27,C1313504064,0.0,0.0,M119528786,0.0,0.0,0.0,0,0,0,1,0
354.0,PAYMENT,15553.17,C1951073376,421682.48,406129.32,M854732475,0.0,0.0,0.0,0,0,0,1,0
11.0,CASH_OUT,89260.16,C947684993,0.0,0.0,C82086221,619132.65,688212.35,0.0,0,1,0,0,0
326.0,CASH_OUT,50249.35,C1381747384,0.0,0.0,C1037250143,1455201.11,1505450.47,0.0,0,1,0,0,0
400.0,CASH_OUT,110995.11,C1064177531,0.0,0.0,C381055429,1556412.53,1667407.64,0.0,0,1,0,0,0
130.0,CASH_OUT,103313.08,C1340135199,16118.0,0.0,C614141854,26860.0,0.0,0.0,0,1,0,0,0
211.0,PAYMENT,4024.04,C1004235079,173703.0,169678.96,M380030362,0.0,0.0,0.0,0,0,0,1,0
140.0,PAYMENT,4754.16,C653524965,19939.0,15184.84,M662528822,0.0,0.0,0.0,0,0,0,1,0
372.0,CASH_IN,107459.61,C1847676050,6600183.46,6707643.07,C1775231674,2089546.1,1982086.49,0.0,1,0,0,0,0
308.0,PAYMENT,10160.57,C342674568,22145.0,11984.43,M1426074489,0.0,0.0,0.0,0,0,0,1,0
251.0,CASH_OUT,501107.25,C589583203,52082.0,0.0,C881658769,0.0,501107.25,0.0,0,1,0,0,0
119.0,PAYMENT,15454.98,C344923453,95433.67,79978.68,M457761787,0.0,0.0,0.0,0,0,0,1,0
327.0,CASH_OUT,67057.71,C1482710543,0.0,0.0,C1864905773,2023894.36,2090952.07,0.0,0,1,0,0,0
211.0,CASH_OUT,120097.17,C2128700822,96515.0,0.0,C2094891531,82366.39,305693.23,0.0,0,1,0,0,0
275.0,PAYMENT,3107.32,C1965048251,0.0,0.0,M194067373,0.0,0.0,0.0,0,0,0,1,0
397.0,PAYMENT,354.99,C654732009,0.0,0.0,M393753409,0.0,0.0,0.0,0,0,0,1,0
14.0,TRANSFER,726480.24,C1742573561,7762.0,0.0,C724874734,109019.77,888308.97,0.0,0,0,0,0,1
251.0,CASH_IN,570516.71,C1758442358,11616.0,582132.71,C1325099246,451878.51,0.0,0.0,1,0,0,0,0
231.0,CASH_OUT,33090.23,C921374878,223.0,0.0,C1886794088,543463.75,576553.98,0.0,0,1,0,0,0
402.0,PAYMENT,3032.4,C162954753,940.0,0.0,M110967761,0.0,0.0,0.0,0,0,0,1,0
404.0,CASH_OUT,33799.37,C2089997972,16236.0,0.0,C2059850642,6800054.39,6833853.76,0.0,0,1,0,0,0
252.0,CASH_OUT,116975.03,C83628325,0.0,0.0,C110753720,2291241.74,2408216.76,0.0,0,1,0,0,0
372.0,CASH_OUT,106098.25,C2003086265,0.0,0.0,C1561529466,197814.96,303913.21,0.0,0,1,0,0,0
143.0,CASH_OUT,406872.32,C1087722820,0.0,0.0,C1308032154,1737974.76,2144847.08,0.0,0,1,0,0,0
403.0,TRANSFER,50344.54,C2048031372,0.0,0.0,C170021519,3366642.14,3416986.67,0.0,0,0,0,0,1
157.0,CASH_OUT,28176.97,C271601648,0.0,0.0,C1710607874,116221.58,144398.55,0.0,0,1,0,0,0
203.0,PAYMENT,7289.5,C1564653158,31773.55,24484.05,M410886059,0.0,0.0,0.0,0,0,0,1,0
211.0,PAYMENT,31683.33,C324600778,0.0,0.0,M176367476,0.0,0.0,0.0,0,0,0,1,0
38.0,PAYMENT,3810.52,C1743008517,0.0,0.0,M1147087908,0.0,0.0,0.0,0,0,0,1,0
397.0,CASH_OUT,375746.55,C768306707,12852.0,0.0,C1304100632,0.0,375746.55,0.0,0,1,0,0,0
234.0,CASH_OUT,405687.06,C315761628,9993.0,0.0,C1983338904,544879.24,950566.31,0.0,0,1,0,0,0
44.0,PAYMENT,11963.52,C1169282031,4706.0,0.0,M551875771,0.0,0.0,0.0,0,0,0,1,0
133.0,CASH_OUT,38579.06,C320536600,192716.0,154136.94,C2110623348,4430101.97,4468681.03,0.0,0,1,0,0,0
403.0,TRANSFER,42117.0,C333861589,0.0,0.0,C127497076,160441.34,202558.34,0.0,0,0,0,0,1
210.0,PAYMENT,9681.42,C380671338,0.0,0.0,M1564180623,0.0,0.0,0.0,0,0,0,1,0
313.0,PAYMENT,10168.68,C1140884303,44829.0,34660.32,M1805716725,0.0,0.0,0.0,0,0,0,1,0
303.0,PAYMENT,2986.25,C799692241,232520.06,229533.81,M596695013,0.0,0.0,0.0,0,0,0,1,0
325.0,PAYMENT,17889.87,C1095704807,4181.73,0.0,M203670431,0.0,0.0,0.0,0,0,0,1,0
12.0,CASH_IN,76935.07,C2064878817,1426744.79,1503679.86,C2078448324,10021487.26,10483051.9,0.0,1,0,0,0,0
352.0,PAYMENT,13881.76,C96800131,109923.0,96041.24,M772000638,0.0,0.0,0.0,0,0,0,1,0
208.0,TRANSFER,315210.35,C578922132,0.0,0.0,C504021730,2549347.63,2864557.98,0.0,0,0,0,0,1
235.0,PAYMENT,1714.81,C791264801,0.0,0.0,M898651833,0.0,0.0,0.0,0,0,0,1,0
211.0,PAYMENT,17557.59,C394738678,30393.87,12836.27,M2013964762,0.0,0.0,0.0,0,0,0,1,0
18.0,PAYMENT,7798.56,C1766582908,270675.08,262876.52,M1901225191,0.0,0.0,0.0,0,0,0,1,0
302.0,CASH_IN,441615.49,C1264557345,10022.0,451637.49,C1420267024,88872.21,0.0,0.0,1,0,0,0,0
156.0,CASH_OUT,38938.58,C1998088291,0.0,0.0,C155029781,118681.94,157620.52,0.0,0,1,0,0,0
375.0,CASH_OUT,197729.73,C498934462,0.0,0.0,C744866757,1787292.59,1985022.33,0.0,0,1,0,0,0
372.0,CASH_OUT,57096.91,C1735548699,0.0,0.0,C162596838,1179663.85,1236760.76,0.0,0,1,0,0,0
297.0,PAYMENT,1477.49,C1171257646,49577.0,48099.51,M364724314,0.0,0.0,0.0,0,0,0,1,0
225.0,PAYMENT,2330.51,C726417917,331652.0,329321.49,M1273909470,0.0,0.0,0.0,0,0,0,1,0
153.0,CASH_OUT,114187.89,C924273551,0.0,0.0,C2002098212,416974.33,531162.23,0.0,0,1,0,0,0
206.0,PAYMENT,2371.3,C1228097358,0.0,0.0,M1075858920,0.0,0.0,0.0,0,0,0,1,0
167.0,PAYMENT,5363.8,C2125318705,48164.0,42800.2,M958088097,0.0,0.0,0.0,0,0,0,1,0
11.0,PAYMENT,29821.95,C299137273,69395.0,39573.05,M213389780,0.0,0.0,0.0,0,0,0,1,0
378.0,CASH_OUT,53354.36,C443098645,40103.0,0.0,C563533516,0.0,53354.36,0.0,0,1,0,0,0
349.0,CASH_OUT,168092.16,C982309211,287136.82,119044.67,C63690382,1267301.96,1435394.12,0.0,0,1,0,0,0
567.0,PAYMENT,7264.37,C297055716,584732.25,577467.88,M618221289,0.0,0.0,0.0,0,0,0,1,0
397.0,PAYMENT,42924.23,C2110945649,11137.0,0.0,M948425604,0.0,0.0,0.0,0,0,0,1,0
37.0,CASH_OUT,140158.76,C1506943997,11325.0,0.0,C382208821,1394593.96,1534752.72,0.0,0,1,0,0,0
237.0,PAYMENT,13989.82,C2111334038,0.0,0.0,M912553916,0.0,0.0,0.0,0,0,0,1,0
283.0,PAYMENT,9107.4,C36931660,0.0,0.0,M989183307,0.0,0.0,0.0,0,0,0,1,0
212.0,CASH_IN,197528.32,C150255290,8486613.33,8684141.65,C1679573696,726309.41,528781.09,0.0,1,0,0,0,0
17.0,CASH_OUT,73992.13,C2020324329,0.0,0.0,C1653159460,236720.41,310712.54,0.0,0,1,0,0,0
229.0,CASH_OUT,287563.51,C2085461863,1006.0,0.0,C2024293437,305961.76,593525.27,0.0,0,1,0,0,0
299.0,CASH_IN,108746.29,C1864457002,158.0,108904.29,C1564553569,997555.2,888808.92,0.0,1,0,0,0,0
279.0,CASH_IN,117565.09,C2067027404,1939519.18,2057084.28,C2114887654,439668.36,322103.27,0.0,1,0,0,0,0
253.0,CASH_OUT,238736.49,C152214214,11369.0,0.0,C1222038323,0.0,238736.49,0.0,0,1,0,0,0
37.0,CASH_IN,14258.48,C1034738327,112037.0,126295.48,C105805989,509734.17,495475.69,0.0,1,0,0,0,0
522.0,CASH_OUT,313810.58,C405713749,31744.0,0.0,C188803738,957252.19,1271062.77,0.0,0,1,0,0,0
40.0,PAYMENT,2904.69,C1316225056,16927.0,14022.31,M695003691,0.0,0.0,0.0,0,0,0,1,0
215.0,PAYMENT,6433.34,C425942886,39659.0,33225.66,M273441964,0.0,0.0,0.0,0,0,0,1,0
393.0,PAYMENT,73391.36,C736039815,0.0,0.0,M2015058629,0.0,0.0,0.0,0,0,0,1,0
310.0,CASH_OUT,7509.7,C751735200,98434.02,90924.32,C943255913,1262609.62,1270119.32,0.0,0,1,0,0,0
284.0,CASH_IN,166771.84,C1976559739,4570890.75,4737662.59,C42154328,6316929.3,6150157.47,0.0,1,0,0,0,0
140.0,CASH_OUT,203643.59,C379872879,0.0,0.0,C1449026737,1154332.77,1357976.36,0.0,0,1,0,0,0
308.0,CASH_OUT,157698.48,C684409243,201124.0,43425.52,C1636499777,0.0,157698.48,0.0,0,1,0,0,0
324.0,TRANSFER,1478283.95,C1963585812,53004.0,0.0,C1020211292,147552.19,1625836.14,0.0,0,0,0,0,1
161.0,PAYMENT,3990.45,C1673006282,0.0,0.0,M1183975758,0.0,0.0,0.0,0,0,0,1,0
158.0,CASH_IN,317311.21,C67154957,42020.0,359331.21,C1182452899,64077.47,0.0,0.0,1,0,0,0,0
6.0,PAYMENT,26164.54,C1977511945,99539.0,73374.46,M396851838,0.0,0.0,0.0,0,0,0,1,0
503.0,PAYMENT,2442.48,C139453632,12861.0,10418.52,M2059166021,0.0,0.0,0.0,0,0,0,1,0
357.0,TRANSFER,1819367.4,C962669904,0.0,0.0,C1976150397,9762312.93,11581680.33,0.0,0,0,0,0,1
21.0,TRANSFER,597323.33,C1634141435,32255.0,0.0,C1170017022,117010.51,714333.84,0.0,0,0,0,0,1
284.0,CASH_OUT,109545.72,C1105360923,21044.0,0.0,C455235248,0.0,109545.72,0.0,0,1,0,0,0
36.0,CASH_IN,127750.18,C1355556632,114.0,127864.18,C537033502,1470390.26,1342640.08,0.0,1,0,0,0,0
40.0,CASH_OUT,193561.85,C361766418,104475.0,0.0,C674068232,274488.15,468050.0,0.0,0,1,0,0,0
33.0,CASH_OUT,24999.49,C1020749560,0.0,0.0,C1371830079,132528.0,157527.49,0.0,0,1,0,0,0
13.0,CASH_IN,281572.58,C1659035935,794472.33,1076044.91,C674390184,901160.75,740202.7,0.0,1,0,0,0,0
203.0,PAYMENT,7532.19,C849551628,9074.0,1541.81,M328583573,0.0,0.0,0.0,0,0,0,1,0
10.0,PAYMENT,10758.03,C688867930,271033.0,260274.97,M1261343535,0.0,0.0,0.0,0,0,0,1,0
16.0,CASH_OUT,113646.07,C1649339693,20847.0,0.0,C1498853316,1074555.26,1188201.33,0.0,0,1,0,0,0
254.0,CASH_OUT,39565.21,C1512789173,101.0,0.0,C1126381490,890183.33,929748.54,0.0,0,1,0,0,0
324.0,CASH_IN,98361.27,C822376130,7472813.75,7571175.02,C731103139,140778.2,42416.93,0.0,1,0,0,0,0
332.0,CASH_OUT,108874.82,C1209411190,610.0,0.0,C809109269,262146.31,371021.13,0.0,0,1,0,0,0
274.0,TRANSFER,436456.67,C211773836,0.0,0.0,C1991548326,4538461.06,4974917.73,0.0,0,0,0,0,1
136.0,CASH_IN,56167.48,C1570112522,15297.0,71464.48,C10007424,1806809.66,1750642.18,0.0,1,0,0,0,0
17.0,PAYMENT,1504.21,C1781787743,229886.56,228382.35,M1921160886,0.0,0.0,0.0,0,0,0,1,0
43.0,PAYMENT,12039.04,C359796911,0.0,0.0,M319599001,0.0,0.0,0.0,0,0,0,1,0
156.0,TRANSFER,243681.23,C2083518461,0.0,0.0,C2065555411,633915.11,877596.34,0.0,0,0,0,0,1
42.0,CASH_OUT,87832.79,C948184301,32037.0,0.0,C908332393,1598014.3,1685847.09,0.0,0,1,0,0,0
140.0,CASH_OUT,159993.25,C739391588,103933.0,0.0,C1455330332,8063.0,0.0,0.0,0,1,0,0,0
403.0,PAYMENT,19395.29,C346318973,0.0,0.0,M1268044316,0.0,0.0,0.0,0,0,0,1,0
394.0,CASH_OUT,118172.18,C654815246,0.0,0.0,C1810132623,3472133.26,3590305.44,0.0,0,1,0,0,0
306.0,CASH_IN,306105.87,C848379225,30215.0,336320.87,C1943442445,33830.4,0.0,0.0,1,0,0,0,0
322.0,PAYMENT,507.62,C193241785,0.0,0.0,M930893235,0.0,0.0,0.0,0,0,0,1,0
274.0,PAYMENT,7901.6,C1906103878,0.0,0.0,M1181916549,0.0,0.0,0.0,0,0,0,1,0
257.0,PAYMENT,11876.63,C40931540,0.0,0.0,M208148949,0.0,0.0,0.0,0,0,0,1,0
302.0,CASH_OUT,237461.46,C1986745198,0.0,0.0,C1021594308,1016953.7,1254415.16,0.0,0,1,0,0,0
376.0,CASH_IN,91232.19,C100571581,30705.0,121937.19,C1158771331,129559.36,71673.57,0.0,1,0,0,0,0
40.0,TRANSFER,1007657.38,C1212613704,10495.0,0.0,C871895680,1682271.79,2689929.17,0.0,0,0,0,0,1
11.0,CASH_OUT,229093.29,C1323963151,0.0,0.0,C463731556,803389.54,1032482.82,0.0,0,1,0,0,0
207.0,CASH_IN,244366.85,C2094107730,3917995.46,4162362.31,C661696921,247019.58,2652.73,0.0,1,0,0,0,0
683.0,PAYMENT,17471.31,C355705501,0.0,0.0,M806905747,0.0,0.0,0.0,0,0,0,1,0
204.0,CASH_OUT,169313.66,C1963478289,35610.0,0.0,C687153730,1218733.81,1388047.47,0.0,0,1,0,0,0
184.0,CASH_OUT,473272.36,C2084857535,121651.0,0.0,C1972227240,0.0,473272.36,0.0,0,1,0,0,0
205.0,PAYMENT,6004.93,C1743808990,0.0,0.0,M1932678181,0.0,0.0,0.0,0,0,0,1,0
451.0,PAYMENT,6941.12,C1883276014,677.0,0.0,M1558512561,0.0,0.0,0.0,0,0,0,1,0
321.0,CASH_OUT,400799.96,C1940894829,0.0,0.0,C49139626,902429.22,1303229.19,0.0,0,1,0,0,0
257.0,CASH_OUT,127563.61,C634355968,10714.0,0.0,C1785933374,0.0,127563.61,0.0,0,1,0,0,0
254.0,CASH_OUT,129960.76,C32085504,0.0,0.0,C972666412,448110.39,578071.16,0.0,0,1,0,0,0
45.0,PAYMENT,7454.59,C670184529,30334.0,22879.41,M272850248,0.0,0.0,0.0,0,0,0,1,0
160.0,CASH_OUT,68546.34,C1837363872,0.0,0.0,C667000078,575878.92,644425.26,0.0,0,1,0,0,0
16.0,CASH_IN,86052.8,C671726376,2497542.69,2583595.48,C1071381336,1918133.36,1719898.68,0.0,1,0,0,0,0
165.0,PAYMENT,4035.79,C818125049,0.0,0.0,M476884742,0.0,0.0,0.0,0,0,0,1,0
139.0,PAYMENT,2786.72,C1646903974,0.0,0.0,M504729097,0.0,0.0,0.0,0,0,0,1,0
12.0,PAYMENT,14363.78,C1597198640,666477.27,652113.49,M703460464,0.0,0.0,0.0,0,0,0,1,0
161.0,PAYMENT,2738.73,C528549476,10206.0,7467.27,M2023821850,0.0,0.0,0.0,0,0,0,1,0
137.0,PAYMENT,11427.03,C395475008,19484.0,8056.97,M1884445117,0.0,0.0,0.0,0,0,0,1,0
234.0,TRANSFER,315847.22,C446389801,314447.0,0.0,C549943464,442596.66,758443.88,0.0,0,0,0,0,1
301.0,TRANSFER,1927585.58,C1960475316,0.0,0.0,C1445380190,3359391.7,5286977.28,0.0,0,0,0,0,1
346.0,PAYMENT,12852.01,C1446316128,33392.0,20539.99,M1934921511,0.0,0.0,0.0,0,0,0,1,0
284.0,CASH_IN,5017.75,C357538546,407129.92,412147.66,C864082291,1067405.22,1062387.48,0.0,1,0,0,0,0
253.0,CASH_OUT,147570.1,C144809748,0.0,0.0,C420702319,1048960.55,1196530.66,0.0,0,1,0,0,0
372.0,CASH_IN,129709.34,C536220076,4039306.83,4169016.17,C690946266,847924.96,718215.62,0.0,1,0,0,0,0
300.0,PAYMENT,19161.45,C6973420,89933.0,70771.55,M2056995049,0.0,0.0,0.0,0,0,0,1,0
156.0,TRANSFER,351763.0,C283094824,30404.0,0.0,C1866687931,746397.62,1098160.61,0.0,0,0,0,0,1
38.0,TRANSFER,1693782.62,C875046366,10157.0,0.0,C61904053,477339.66,2171122.28,0.0,0,0,0,0,1
236.0,PAYMENT,7252.18,C8759746,0.0,0.0,M385680839,0.0,0.0,0.0,0,0,0,1,0
373.0,CASH_IN,218714.49,C1506747551,94120.0,312834.49,C963795705,46152.14,0.0,0.0,1,0,0,0,0
323.0,CASH_IN,450746.2,C418334011,111393.0,562139.2,C944389417,159240.5,0.0,0.0,1,0,0,0,0
324.0,CASH_IN,122643.57,C1773025280,643833.87,766477.44,C958512448,171249.04,48605.48,0.0,1,0,0,0,0
33.0,PAYMENT,6306.5,C929546200,395579.0,389272.5,M281813162,0.0,0.0,0.0,0,0,0,1,0
380.0,PAYMENT,855.83,C2136706327,261683.0,260827.17,M1856334873,0.0,0.0,0.0,0,0,0,1,0
393.0,CASH_IN,290413.49,C462663511,1392820.47,1683233.96,C1421769027,350346.69,59933.2,0.0,1,0,0,0,0
139.0,CASH_OUT,123061.59,C196597460,21852.0,0.0,C514633592,115291.85,238353.45,0.0,0,1,0,0,0
211.0,CASH_OUT,33791.0,C251372601,14825.0,0.0,C598770020,0.0,33791.0,0.0,0,1,0,0,0
132.0,CASH_OUT,327161.55,C753381185,543.0,0.0,C1882968314,0.0,609750.91,0.0,0,1,0,0,0
34.0,CASH_IN,21752.66,C692823768,299329.0,321081.66,C2050047777,62306.33,40553.66,0.0,1,0,0,0,0
403.0,PAYMENT,11731.51,C755238283,0.0,0.0,M1581497533,0.0,0.0,0.0,0,0,0,1,0
187.0,PAYMENT,8422.34,C2102812367,66023.0,57600.66,M1875276238,0.0,0.0,0.0,0,0,0,1,0
201.0,PAYMENT,17881.11,C1727194599,66939.97,49058.86,M1017960244,0.0,0.0,0.0,0,0,0,1,0
210.0,PAYMENT,5022.99,C414814550,122291.0,117268.01,M1085972973,0.0,0.0,0.0,0,0,0,1,0
514.0,CASH_IN,184319.79,C1813465344,6130.0,190449.79,C1032307406,282710.43,98390.64,0.0,1,0,0,0,0
212.0,TRANSFER,1453693.03,C51175381,0.0,0.0,C718053924,2672289.34,4125982.36,0.0,0,0,0,0,1
157.0,CASH_OUT,144435.57,C650863927,0.0,0.0,C2006476360,427410.19,571845.76,0.0,0,1,0,0,0
206.0,PAYMENT,20066.33,C613923435,243834.86,223768.53,M2049834199,0.0,0.0,0.0,0,0,0,1,0
451.0,CASH_IN,45530.33,C409853084,86197.0,131727.33,C357861781,306656.69,261126.36,0.0,1,0,0,0,0
322.0,PAYMENT,6646.61,C1715092023,0.0,0.0,M1775558866,0.0,0.0,0.0,0,0,0,1,0
406.0,CASH_OUT,88826.43,C952906355,249733.0,160906.57,C1084012188,963113.59,1051940.02,0.0,0,1,0,0,0
257.0,CASH_OUT,229861.21,C1739713939,71498.56,0.0,C1260774497,2024448.88,2254310.09,0.0,0,1,0,0,0
451.0,CASH_IN,18098.74,C2024216805,19979.0,38077.74,C1529186933,96705.12,78606.38,0.0,1,0,0,0,0
403.0,CASH_OUT,155560.95,C781647431,0.0,0.0,C1688191732,4897650.39,5053211.34,0.0,0,1,0,0,0
377.0,PAYMENT,8268.89,C112160161,221414.71,213145.82,M411050707,0.0,0.0,0.0,0,0,0,1,0
203.0,CASH_IN,161279.96,C1168849336,128702.58,289982.55,C231239125,998319.71,837039.75,0.0,1,0,0,0,0
41.0,CASH_IN,16127.61,C791530680,269440.0,285567.61,C553645927,0.0,0.0,0.0,1,0,0,0,0
15.0,PAYMENT,16126.2,C1746476597,0.0,0.0,M224842247,0.0,0.0,0.0,0,0,0,1,0
202.0,CASH_OUT,36558.56,C565701576,96391.0,59832.44,C983832942,169804.48,206363.04,0.0,0,1,0,0,0
275.0,CASH_IN,254027.05,C1456402325,6247681.32,6501708.37,C1662032362,1041113.54,787086.49,0.0,1,0,0,0,0
13.0,TRANSFER,149254.83,C792439027,101087.0,0.0,C1882081221,0.0,225836.79,0.0,0,0,0,0,1
574.0,PAYMENT,272.67,C631133896,0.0,0.0,M828729872,0.0,0.0,0.0,0,0,0,1,0
188.0,TRANSFER,71992.01,C1313348509,0.0,0.0,C2017009224,8686794.85,8758786.86,0.0,0,0,0,0,1
